,index,Year,HBR,HBRQF,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,InjuryLocation,InjuryLocationQF,InjuryType,InjuryTypeQF,NumberofDeaths
1824,112110,2018,S08000016,,S12000026,,All,d,All,d,All,d,Scalds,,0
1825,112111,2018,S08000016,,S12000026,,All,d,All,d,All,d,Accidental exposure,,0
1826,112112,2018,S08000016,,S12000026,,All,d,All,d,All,d,Other,,4
1827,112689,2018,S08000017,,S12000006,,All,d,All,d,All,d,All,d,79
1828,112690,2018,S08000017,,S12000006,,All,d,All,d,All,d,Land transport accidents,,11
1829,112691,2018,S08000017,,S12000006,,All,d,All,d,All,d,Poisoning,,26
1830,112692,2018,S08000017,,S12000006,,All,d,All,d,All,d,Falls,,34
1831,112693,2018,S08000017,,S12000006,,All,d,All,d,All,d,"Struck by,against",,0
1832,112694,2018,S08000017,,S12000006,,All,d,All,d,All,d,Crushing,,0
1833,112695,2018,S08000017,,S12000006,,All,d,All,d,All,d,Scalds,,0
1834,112696,2018,S08000017,,S12000006,,All,d,All,d,All,d,Accidental exposure,,4
1835,112697,2018,S08000017,,S12000006,,All,d,All,d,All,d,Other,,4
1836,113301,2018,S08000019,,S12000005,,All,d,All,d,All,d,All,d,21
1837,113302,2018,S08000019,,S12000005,,All,d,All,d,All,d,Land transport accidents,,2
1838,113303,2018,S08000019,,S12000005,,All,d,All,d,All,d,Poisoning,,11
1839,113304,2018,S08000019,,S12000005,,All,d,All,d,All,d,Falls,,6
1840,113305,2018,S08000019,,S12000005,,All,d,All,d,All,d,"Struck by,against",,0
1841,113306,2018,S08000019,,S12000005,,All,d,All,d,All,d,Crushing,,0
1842,113307,2018,S08000019,,S12000005,,All,d,All,d,All,d,Scalds,,0
1843,113308,2018,S08000019,,S12000005,,All,d,All,d,All,d,Accidental exposure,,0
1844,113309,2018,S08000019,,S12000005,,All,d,All,d,All,d,Other,,2
1845,113733,2018,S08000019,,S12000014,,All,d,All,d,All,d,All,d,71
1846,113734,2018,S08000019,,S12000014,,All,d,All,d,All,d,Land transport accidents,,3
1847,113735,2018,S08000019,,S12000014,,All,d,All,d,All,d,Poisoning,,36
1848,113736,2018,S08000019,,S12000014,,All,d,All,d,All,d,Falls,,26
1849,113737,2018,S08000019,,S12000014,,All,d,All,d,All,d,"Struck by,against",,0
1850,113738,2018,S08000019,,S12000014,,All,d,All,d,All,d,Crushing,,0
1851,113739,2018,S08000019,,S12000014,,All,d,All,d,All,d,Scalds,,0
1852,113740,2018,S08000019,,S12000014,,All,d,All,d,All,d,Accidental exposure,,0
1853,113741,2018,S08000019,,S12000014,,All,d,All,d,All,d,Other,,6
1854,114336,2018,S08000019,,S12000030,,All,d,All,d,All,d,All,d,41
1855,114337,2018,S08000019,,S12000030,,All,d,All,d,All,d,Land transport accidents,,1
1856,114338,2018,S08000019,,S12000030,,All,d,All,d,All,d,Poisoning,,20
1857,114339,2018,S08000019,,S12000030,,All,d,All,d,All,d,Falls,,16
1858,114340,2018,S08000019,,S12000030,,All,d,All,d,All,d,"Struck by,against",,0
1859,114341,2018,S08000019,,S12000030,,All,d,All,d,All,d,Crushing,,0
1860,114342,2018,S08000019,,S12000030,,All,d,All,d,All,d,Scalds,,0
1861,114343,2018,S08000019,,S12000030,,All,d,All,d,All,d,Accidental exposure,,1
1862,114344,2018,S08000019,,S12000030,,All,d,All,d,All,d,Other,,3
1863,114768,2018,S08000020,,S12000020,,All,d,All,d,All,d,All,d,36
1864,114769,2018,S08000020,,S12000020,,All,d,All,d,All,d,Land transport accidents,,6
1865,114770,2018,S08000020,,S12000020,,All,d,All,d,All,d,Poisoning,,15
1866,114771,2018,S08000020,,S12000020,,All,d,All,d,All,d,Falls,,10
1867,114772,2018,S08000020,,S12000020,,All,d,All,d,All,d,"Struck by,against",,0
1868,114773,2018,S08000020,,S12000020,,All,d,All,d,All,d,Crushing,,0
1869,114774,2018,S08000020,,S12000020,,All,d,All,d,All,d,Scalds,,0
1870,114775,2018,S08000020,,S12000020,,All,d,All,d,All,d,Accidental exposure,,1
1871,114776,2018,S08000020,,S12000020,,All,d,All,d,All,d,Other,,4
1872,115308,2018,S08000020,,S12000033,,All,d,All,d,All,d,All,d,93
1873,115309,2018,S08000020,,S12000033,,All,d,All,d,All,d,Land transport accidents,,4
1874,115310,2018,S08000020,,S12000033,,All,d,All,d,All,d,Poisoning,,49
1875,115311,2018,S08000020,,S12000033,,All,d,All,d,All,d,Falls,,34
1876,115312,2018,S08000020,,S12000033,,All,d,All,d,All,d,"Struck by,against",,0
1877,115313,2018,S08000020,,S12000033,,All,d,All,d,All,d,Crushing,,0
1878,115314,2018,S08000020,,S12000033,,All,d,All,d,All,d,Scalds,,0
1879,115315,2018,S08000020,,S12000033,,All,d,All,d,All,d,Accidental exposure,,2
1880,115316,2018,S08000020,,S12000033,,All,d,All,d,All,d,Other,,4
1881,115893,2018,S08000020,,S12000034,,All,d,All,d,All,d,All,d,95
1882,115894,2018,S08000020,,S12000034,,All,d,All,d,All,d,Land transport accidents,,14
1883,115895,2018,S08000020,,S12000034,,All,d,All,d,All,d,Poisoning,,21
1884,115896,2018,S08000020,,S12000034,,All,d,All,d,All,d,Falls,,45
1885,115897,2018,S08000020,,S12000034,,All,d,All,d,All,d,"Struck by,against",,0
1886,115898,2018,S08000020,,S12000034,,All,d,All,d,All,d,Crushing,,0
1887,115899,2018,S08000020,,S12000034,,All,d,All,d,All,d,Scalds,,0
1888,115900,2018,S08000020,,S12000034,,All,d,All,d,All,d,Accidental exposure,,7
1889,115901,2018,S08000020,,S12000034,,All,d,All,d,All,d,Other,,8
1890,116532,2018,S08000022,,S12000017,,All,d,All,d,All,d,All,d,138
1891,116533,2018,S08000022,,S12000017,,All,d,All,d,All,d,Land transport accidents,,25
1892,116534,2018,S08000022,,S12000017,,All,d,All,d,All,d,Poisoning,,35
1893,116535,2018,S08000022,,S12000017,,All,d,All,d,All,d,Falls,,55
1894,116536,2018,S08000022,,S12000017,,All,d,All,d,All,d,"Struck by,against",,2
1895,116537,2018,S08000022,,S12000017,,All,d,All,d,All,d,Crushing,,0
1896,116538,2018,S08000022,,S12000017,,All,d,All,d,All,d,Scalds,,0
1897,116539,2018,S08000022,,S12000017,,All,d,All,d,All,d,Accidental exposure,,5
1898,116540,2018,S08000022,,S12000017,,All,d,All,d,All,d,Other,,16
1899,117306,2018,S08000022,,S12000035,,All,d,All,d,All,d,All,d,44
1900,117307,2018,S08000022,,S12000035,,All,d,All,d,All,d,Land transport accidents,,7
1901,117308,2018,S08000022,,S12000035,,All,d,All,d,All,d,Poisoning,,9
1902,117309,2018,S08000022,,S12000035,,All,d,All,d,All,d,Falls,,25
1903,117310,2018,S08000022,,S12000035,,All,d,All,d,All,d,"Struck by,against",,0
1904,117311,2018,S08000022,,S12000035,,All,d,All,d,All,d,Crushing,,0
1905,117312,2018,S08000022,,S12000035,,All,d,All,d,All,d,Scalds,,0
1906,117313,2018,S08000022,,S12000035,,All,d,All,d,All,d,Accidental exposure,,0
1907,117314,2018,S08000022,,S12000035,,All,d,All,d,All,d,Other,,3
1908,117792,2018,S08000024,,S12000010,,All,d,All,d,All,d,All,d,33
1909,117793,2018,S08000024,,S12000010,,All,d,All,d,All,d,Land transport accidents,,2
1910,117794,2018,S08000024,,S12000010,,All,d,All,d,All,d,Poisoning,,15
1911,117795,2018,S08000024,,S12000010,,All,d,All,d,All,d,Falls,,11
1912,117796,2018,S08000024,,S12000010,,All,d,All,d,All,d,"Struck by,against",,0
1913,117797,2018,S08000024,,S12000010,,All,d,All,d,All,d,Crushing,,0
1914,117798,2018,S08000024,,S12000010,,All,d,All,d,All,d,Scalds,,0
1915,117799,2018,S08000024,,S12000010,,All,d,All,d,All,d,Accidental exposure,,2
1916,117800,2018,S08000024,,S12000010,,All,d,All,d,All,d,Other,,3
1917,118242,2018,S08000024,,S12000019,,All,d,All,d,All,d,All,d,22
1918,118243,2018,S08000024,,S12000019,,All,d,All,d,All,d,Land transport accidents,,1
1919,118244,2018,S08000024,,S12000019,,All,d,All,d,All,d,Poisoning,,9
1920,118245,2018,S08000024,,S12000019,,All,d,All,d,All,d,Falls,,10
1921,118246,2018,S08000024,,S12000019,,All,d,All,d,All,d,"Struck by,against",,0
1922,118247,2018,S08000024,,S12000019,,All,d,All,d,All,d,Crushing,,0
1923,118248,2018,S08000024,,S12000019,,All,d,All,d,All,d,Scalds,,0
1924,118249,2018,S08000024,,S12000019,,All,d,All,d,All,d,Accidental exposure,,0
1925,118250,2018,S08000024,,S12000019,,All,d,All,d,All,d,Other,,2
1926,118638,2018,S08000024,,S12000036,,All,d,All,d,All,d,All,d,184
1927,118639,2018,S08000024,,S12000036,,All,d,All,d,All,d,Land transport accidents,,14
1928,118640,2018,S08000024,,S12000036,,All,d,All,d,All,d,Poisoning,,83
1929,118641,2018,S08000024,,S12000036,,All,d,All,d,All,d,Falls,,76
1930,118642,2018,S08000024,,S12000036,,All,d,All,d,All,d,"Struck by,against",,0
1931,118643,2018,S08000024,,S12000036,,All,d,All,d,All,d,Crushing,,0
1932,118644,2018,S08000024,,S12000036,,All,d,All,d,All,d,Scalds,,0
1933,118645,2018,S08000024,,S12000036,,All,d,All,d,All,d,Accidental exposure,,6
1934,118646,2018,S08000024,,S12000036,,All,d,All,d,All,d,Other,,5
1935,119304,2018,S08000024,,S12000040,,All,d,All,d,All,d,All,d,51
1936,119305,2018,S08000024,,S12000040,,All,d,All,d,All,d,Land transport accidents,,3
1937,119306,2018,S08000024,,S12000040,,All,d,All,d,All,d,Poisoning,,21
1938,119307,2018,S08000024,,S12000040,,All,d,All,d,All,d,Falls,,19
1939,119308,2018,S08000024,,S12000040,,All,d,All,d,All,d,"Struck by,against",,0
1940,119309,2018,S08000024,,S12000040,,All,d,All,d,All,d,Crushing,,0
1941,119310,2018,S08000024,,S12000040,,All,d,All,d,All,d,Scalds,,0
1942,119311,2018,S08000024,,S12000040,,All,d,All,d,All,d,Accidental exposure,,3
1943,119312,2018,S08000024,,S12000040,,All,d,All,d,All,d,Other,,5
1944,119817,2018,S08000025,,S12000023,,All,d,All,d,All,d,All,d,6
1945,119818,2018,S08000025,,S12000023,,All,d,All,d,All,d,Land transport accidents,,1
1946,119819,2018,S08000025,,S12000023,,All,d,All,d,All,d,Poisoning,,0
1947,119820,2018,S08000025,,S12000023,,All,d,All,d,All,d,Falls,,2
1948,119821,2018,S08000025,,S12000023,,All,d,All,d,All,d,"Struck by,against",,0
1949,119822,2018,S08000025,,S12000023,,All,d,All,d,All,d,Crushing,,0
1950,119823,2018,S08000025,,S12000023,,All,d,All,d,All,d,Scalds,,0
1951,119824,2018,S08000025,,S12000023,,All,d,All,d,All,d,Accidental exposure,,0
1952,119825,2018,S08000025,,S12000023,,All,d,All,d,All,d,Other,,3
1953,120069,2018,S08000026,,S12000027,,All,d,All,d,All,d,All,d,11
1954,120070,2018,S08000026,,S12000027,,All,d,All,d,All,d,Land transport accidents,,2
1955,120071,2018,S08000026,,S12000027,,All,d,All,d,All,d,Poisoning,,1
1956,120072,2018,S08000026,,S12000027,,All,d,All,d,All,d,Falls,,7
1957,120073,2018,S08000026,,S12000027,,All,d,All,d,All,d,"Struck by,against",,0
1958,120074,2018,S08000026,,S12000027,,All,d,All,d,All,d,Crushing,,0
1959,120075,2018,S08000026,,S12000027,,All,d,All,d,All,d,Scalds,,0
1960,120076,2018,S08000026,,S12000027,,All,d,All,d,All,d,Accidental exposure,,1
1961,120077,2018,S08000026,,S12000027,,All,d,All,d,All,d,Other,,0
1962,120348,2018,S08000028,,S12000013,,All,d,All,d,All,d,All,d,7
1963,120349,2018,S08000028,,S12000013,,All,d,All,d,All,d,Land transport accidents,,0
1964,120350,2018,S08000028,,S12000013,,All,d,All,d,All,d,Poisoning,,2
1965,120351,2018,S08000028,,S12000013,,All,d,All,d,All,d,Falls,,3
1966,120352,2018,S08000028,,S12000013,,All,d,All,d,All,d,"Struck by,against",,0
1967,120353,2018,S08000028,,S12000013,,All,d,All,d,All,d,Crushing,,0
1968,120354,2018,S08000028,,S12000013,,All,d,All,d,All,d,Scalds,,0
1969,120355,2018,S08000028,,S12000013,,All,d,All,d,All,d,Accidental exposure,,1
1970,120356,2018,S08000028,,S12000013,,All,d,All,d,All,d,Other,,1
1971,120618,2018,S08000029,,S12000047,,All,d,All,d,All,d,All,d,157
1972,120619,2018,S08000029,,S12000047,,All,d,All,d,All,d,Land transport accidents,,11
1973,120620,2018,S08000029,,S12000047,,All,d,All,d,All,d,Poisoning,,61
1974,120621,2018,S08000029,,S12000047,,All,d,All,d,All,d,Falls,,69
1975,120622,2018,S08000029,,S12000047,,All,d,All,d,All,d,"Struck by,against",,0
1976,120623,2018,S08000029,,S12000047,,All,d,All,d,All,d,Crushing,,0
1977,120624,2018,S08000029,,S12000047,,All,d,All,d,All,d,Scalds,,0
1978,120625,2018,S08000029,,S12000047,,All,d,All,d,All,d,Accidental exposure,,8
1979,120626,2018,S08000029,,S12000047,,All,d,All,d,All,d,Other,,8
1980,121275,2018,S08000030,,S12000041,,All,d,All,d,All,d,All,d,41
1981,121276,2018,S08000030,,S12000041,,All,d,All,d,All,d,Land transport accidents,,3
1982,121277,2018,S08000030,,S12000041,,All,d,All,d,All,d,Poisoning,,12
1983,121278,2018,S08000030,,S12000041,,All,d,All,d,All,d,Falls,,21
1984,121279,2018,S08000030,,S12000041,,All,d,All,d,All,d,"Struck by,against",,0
1985,121280,2018,S08000030,,S12000041,,All,d,All,d,All,d,Crushing,,0
1986,121281,2018,S08000030,,S12000041,,All,d,All,d,All,d,Scalds,,0
1987,121282,2018,S08000030,,S12000041,,All,d,All,d,All,d,Accidental exposure,,2
1988,121283,2018,S08000030,,S12000041,,All,d,All,d,All,d,Other,,3
1989,121752,2018,S08000030,,S12000042,,All,d,All,d,All,d,All,d,94
1990,121753,2018,S08000030,,S12000042,,All,d,All,d,All,d,Land transport accidents,,1
1991,121754,2018,S08000030,,S12000042,,All,d,All,d,All,d,Poisoning,,60
1992,121755,2018,S08000030,,S12000042,,All,d,All,d,All,d,Falls,,26
1993,121756,2018,S08000030,,S12000042,,All,d,All,d,All,d,"Struck by,against",,0
1994,121757,2018,S08000030,,S12000042,,All,d,All,d,All,d,Crushing,,0
1995,121758,2018,S08000030,,S12000042,,All,d,All,d,All,d,Scalds,,0
1996,121759,2018,S08000030,,S12000042,,All,d,All,d,All,d,Accidental exposure,,3
1997,121760,2018,S08000030,,S12000042,,All,d,All,d,All,d,Other,,4
1998,122220,2018,S08000030,,S12000048,,All,d,All,d,All,d,All,d,82
1999,122221,2018,S08000030,,S12000048,,All,d,All,d,All,d,Land transport accidents,,5
2000,122222,2018,S08000030,,S12000048,,All,d,All,d,All,d,Poisoning,,26
2001,122223,2018,S08000030,,S12000048,,All,d,All,d,All,d,Falls,,40
2002,122224,2018,S08000030,,S12000048,,All,d,All,d,All,d,"Struck by,against",,0
2003,122225,2018,S08000030,,S12000048,,All,d,All,d,All,d,Crushing,,0
2004,122226,2018,S08000030,,S12000048,,All,d,All,d,All,d,Scalds,,0
2005,122227,2018,S08000030,,S12000048,,All,d,All,d,All,d,Accidental exposure,,3
2006,122228,2018,S08000030,,S12000048,,All,d,All,d,All,d,Other,,8
2007,122787,2018,S08000031,,S12000011,,All,d,All,d,All,d,All,d,29
2008,122788,2018,S08000031,,S12000011,,All,d,All,d,All,d,Land transport accidents,,0
2009,122789,2018,S08000031,,S12000011,,All,d,All,d,All,d,Poisoning,,13
2010,122790,2018,S08000031,,S12000011,,All,d,All,d,All,d,Falls,,15
2011,122791,2018,S08000031,,S12000011,,All,d,All,d,All,d,"Struck by,against",,0
2012,122792,2018,S08000031,,S12000011,,All,d,All,d,All,d,Crushing,,0
2013,122793,2018,S08000031,,S12000011,,All,d,All,d,All,d,Scalds,,0
2014,122794,2018,S08000031,,S12000011,,All,d,All,d,All,d,Accidental exposure,,0
2015,122795,2018,S08000031,,S12000011,,All,d,All,d,All,d,Other,,1
2016,123165,2018,S08000031,,S12000018,,All,d,All,d,All,d,All,d,47
2017,123166,2018,S08000031,,S12000018,,All,d,All,d,All,d,Land transport accidents,,0
2018,123167,2018,S08000031,,S12000018,,All,d,All,d,All,d,Poisoning,,24
2019,123168,2018,S08000031,,S12000018,,All,d,All,d,All,d,Falls,,15
2020,123169,2018,S08000031,,S12000018,,All,d,All,d,All,d,"Struck by,against",,0
2021,123170,2018,S08000031,,S12000018,,All,d,All,d,All,d,Crushing,,0
2022,123171,2018,S08000031,,S12000018,,All,d,All,d,All,d,Scalds,,0
2023,123172,2018,S08000031,,S12000018,,All,d,All,d,All,d,Accidental exposure,,5
2024,123173,2018,S08000031,,S12000018,,All,d,All,d,All,d,Other,,3
2025,123651,2018,S08000031,,S12000038,,All,d,All,d,All,d,All,d,93
2026,123652,2018,S08000031,,S12000038,,All,d,All,d,All,d,Land transport accidents,,5
2027,123653,2018,S08000031,,S12000038,,All,d,All,d,All,d,Poisoning,,53
2028,123654,2018,S08000031,,S12000038,,All,d,All,d,All,d,Falls,,23
2029,123655,2018,S08000031,,S12000038,,All,d,All,d,All,d,"Struck by,against",,0
2030,123656,2018,S08000031,,S12000038,,All,d,All,d,All,d,Crushing,,0
2031,123657,2018,S08000031,,S12000038,,All,d,All,d,All,d,Scalds,,0
2032,123658,2018,S08000031,,S12000038,,All,d,All,d,All,d,Accidental exposure,,3
2033,123659,2018,S08000031,,S12000038,,All,d,All,d,All,d,Other,,9
2034,124227,2018,S08000031,,S12000039,,All,d,All,d,All,d,All,d,43
2035,124228,2018,S08000031,,S12000039,,All,d,All,d,All,d,Land transport accidents,,1
2036,124229,2018,S08000031,,S12000039,,All,d,All,d,All,d,Poisoning,,25
2037,124230,2018,S08000031,,S12000039,,All,d,All,d,All,d,Falls,,11
2038,124231,2018,S08000031,,S12000039,,All,d,All,d,All,d,"Struck by,against",,0
2039,124232,2018,S08000031,,S12000039,,All,d,All,d,All,d,Crushing,,0
2040,124233,2018,S08000031,,S12000039,,All,d,All,d,All,d,Scalds,,0
2041,124234,2018,S08000031,,S12000039,,All,d,All,d,All,d,Accidental exposure,,3
2042,124235,2018,S08000031,,S12000039,,All,d,All,d,All,d,Other,,3
2043,124749,2018,S08000031,,S12000045,,All,d,All,d,All,d,All,d,22
2044,124750,2018,S08000031,,S12000045,,All,d,All,d,All,d,Land transport accidents,,0
2045,124751,2018,S08000031,,S12000045,,All,d,All,d,All,d,Poisoning,,9
2046,124752,2018,S08000031,,S12000045,,All,d,All,d,All,d,Falls,,11
2047,124753,2018,S08000031,,S12000045,,All,d,All,d,All,d,"Struck by,against",,0
2048,124754,2018,S08000031,,S12000045,,All,d,All,d,All,d,Crushing,,0
2049,124755,2018,S08000031,,S12000045,,All,d,All,d,All,d,Scalds,,0
2050,124756,2018,S08000031,,S12000045,,All,d,All,d,All,d,Accidental exposure,,2
2051,124757,2018,S08000031,,S12000045,,All,d,All,d,All,d,Other,,0
2052,125136,2018,S08000031,,S12000049,,All,d,All,d,All,d,All,d,435
2053,125137,2018,S08000031,,S12000049,,All,d,All,d,All,d,Land transport accidents,,19
2054,125138,2018,S08000031,,S12000049,,All,d,All,d,All,d,Poisoning,,272
2055,125139,2018,S08000031,,S12000049,,All,d,All,d,All,d,Falls,,112
2056,125140,2018,S08000031,,S12000049,,All,d,All,d,All,d,"Struck by,against",,0
2057,125141,2018,S08000031,,S12000049,,All,d,All,d,All,d,Crushing,,0
2058,125142,2018,S08000031,,S12000049,,All,d,All,d,All,d,Scalds,,0
2059,125143,2018,S08000031,,S12000049,,All,d,All,d,All,d,Accidental exposure,,13
2060,125144,2018,S08000031,,S12000049,,All,d,All,d,All,d,Other,,19
2061,125946,2018,S08000032,,S12000029,,All,d,All,d,All,d,All,d,145
2062,125947,2018,S08000032,,S12000029,,All,d,All,d,All,d,Land transport accidents,,11
2063,125948,2018,S08000032,,S12000029,,All,d,All,d,All,d,Poisoning,,58
2064,125949,2018,S08000032,,S12000029,,All,d,All,d,All,d,Falls,,71
2065,125950,2018,S08000032,,S12000029,,All,d,All,d,All,d,"Struck by,against",,0
2066,125951,2018,S08000032,,S12000029,,All,d,All,d,All,d,Crushing,,0
2067,125952,2018,S08000032,,S12000029,,All,d,All,d,All,d,Scalds,,0
2068,125953,2018,S08000032,,S12000029,,All,d,All,d,All,d,Accidental exposure,,3
2069,125954,2018,S08000032,,S12000029,,All,d,All,d,All,d,Other,,2
2070,126576,2018,S08000032,,S12000050,,All,d,All,d,All,d,All,d,146
2071,126577,2018,S08000032,,S12000050,,All,d,All,d,All,d,Land transport accidents,,7
2072,126578,2018,S08000032,,S12000050,,All,d,All,d,All,d,Poisoning,,72
2073,126579,2018,S08000032,,S12000050,,All,d,All,d,All,d,Falls,,56
2074,126580,2018,S08000032,,S12000050,,All,d,All,d,All,d,"Struck by,against",,0
2075,126581,2018,S08000032,,S12000050,,All,d,All,d,All,d,Crushing,,0
2076,126582,2018,S08000032,,S12000050,,All,d,All,d,All,d,Scalds,,0
2077,126583,2018,S08000032,,S12000050,,All,d,All,d,All,d,Accidental exposure,,6
2078,126584,2018,S08000032,,S12000050,,All,d,All,d,All,d,Other,,5
2079,127215,2019,S92000003,d,S92000003,d,All,d,All,d,All,d,All,d,2726
2080,127216,2019,S92000003,d,S92000003,d,All,d,All,d,All,d,Land transport accidents,,185
2081,127217,2019,S92000003,d,S92000003,d,All,d,All,d,All,d,Poisoning,,1260
2082,127218,2019,S92000003,d,S92000003,d,All,d,All,d,All,d,Falls,,1028
2083,127219,2019,S92000003,d,S92000003,d,All,d,All,d,All,d,"Struck by,against",,5
2084,127220,2019,S92000003,d,S92000003,d,All,d,All,d,All,d,Crushing,,2
2085,127221,2019,S92000003,d,S92000003,d,All,d,All,d,All,d,Scalds,,1
2086,127222,2019,S92000003,d,S92000003,d,All,d,All,d,All,d,Accidental exposure,,78
2087,127223,2019,S92000003,d,S92000003,d,All,d,All,d,All,d,Other,,167
2088,128178,2019,S08000015,,S12000008,,All,d,All,d,All,d,All,d,81
2089,128179,2019,S08000015,,S12000008,,All,d,All,d,All,d,Land transport accidents,,8
2090,128180,2019,S08000015,,S12000008,,All,d,All,d,All,d,Poisoning,,40
2091,128181,2019,S08000015,,S12000008,,All,d,All,d,All,d,Falls,,27
2092,128182,2019,S08000015,,S12000008,,All,d,All,d,All,d,"Struck by,against",,0
2093,128183,2019,S08000015,,S12000008,,All,d,All,d,All,d,Crushing,,0
2094,128184,2019,S08000015,,S12000008,,All,d,All,d,All,d,Scalds,,0
2095,128185,2019,S08000015,,S12000008,,All,d,All,d,All,d,Accidental exposure,,1
2096,128186,2019,S08000015,,S12000008,,All,d,All,d,All,d,Other,,5
2097,128736,2019,S08000015,,S12000021,,All,d,All,d,All,d,All,d,86
2098,128737,2019,S08000015,,S12000021,,All,d,All,d,All,d,Land transport accidents,,2
2099,128738,2019,S08000015,,S12000021,,All,d,All,d,All,d,Poisoning,,44
2100,128739,2019,S08000015,,S12000021,,All,d,All,d,All,d,Falls,,35
2101,128740,2019,S08000015,,S12000021,,All,d,All,d,All,d,"Struck by,against",,0
2102,128741,2019,S08000015,,S12000021,,All,d,All,d,All,d,Crushing,,0
2103,128742,2019,S08000015,,S12000021,,All,d,All,d,All,d,Scalds,,0
2104,128743,2019,S08000015,,S12000021,,All,d,All,d,All,d,Accidental exposure,,2
2105,128744,2019,S08000015,,S12000021,,All,d,All,d,All,d,Other,,3
2106,129276,2019,S08000015,,S12000028,,All,d,All,d,All,d,All,d,56
2107,129277,2019,S08000015,,S12000028,,All,d,All,d,All,d,Land transport accidents,,1
2108,129278,2019,S08000015,,S12000028,,All,d,All,d,All,d,Poisoning,,27
2109,129279,2019,S08000015,,S12000028,,All,d,All,d,All,d,Falls,,22
2110,129280,2019,S08000015,,S12000028,,All,d,All,d,All,d,"Struck by,against",,0
2111,129281,2019,S08000015,,S12000028,,All,d,All,d,All,d,Crushing,,0
2112,129282,2019,S08000015,,S12000028,,All,d,All,d,All,d,Scalds,,0
2113,129283,2019,S08000015,,S12000028,,All,d,All,d,All,d,Accidental exposure,,1
